GENEID	R3452	R3462	R3485	R2869	R3098	R3467
C11orf20	110	146	197	138	54	73
ESRRA	2238	2092	1885	1639	750	1228
TRMT112	2437	2914	2180	3172	943	2049
PRDX5	6457	7858	7944	9712	3860	7434
CCDC88B	377	290	238	670	240	535
RPS6KA4	916	999	1057	3071	824	2573
MIR1237	0	0	0	0	0	0
SLC22A11	0	0	0	2	0	2
SLC22A12	0	5	2	0	0	0
NRXN2	36432	29969	42166	19326	3709	20145
RASGRP2	2859	1368	2920	1469	515	1078
PYGM	32	69	84	2335	2185	852
SF1	25717	26936	22139	11242	2860	8810
MAP4K2	1687	1607	1698	2063	460	2030
MEN1	5332	5016	4067	2302	393	1956
CDC42BPG	44	75	36	14	15	4
EHD1	6502	7996	7664	2414	913	1431
MIR192	0	0	0	0	4	0
MIR194-2	0	0	0	0	0	0
ATG2A	2947	2831	2366	2677	678	2373
PPP2R5B	6672	6424	9351	8132	1179	6681
GPHA2	4	5	9	2	0	2
C11orf85	0	0	2	0	0	0
BATF2	6	5	8	76	64	16
ARL2-SNX15	1	1	0	0	0	1
ARL2	535	620	834	1464	547	1069
SNX15	0	0	0	0	0	0
SAC3D1	919	792	750	379	114	253
NAALADL1	86	132	83	52	53	41
CDCA5	1389	1476	185	317	34	277
ZFPL1	1290	1349	1200	1160	343	798
LOC100130348	5	15	6	3	0	0
C11orf2	13492	10995	12306	6066	1517	5374
TM7SF2	1704	1940	2516	2580	794	2025
ZNHIT2	355	257	320	379	83	197
FAU	17180	18385	14855	4477	4255	3251
MRPL49	2970	3526	3864	1750	487	1522
SYVN1	3449	4168	3187	2519	575	1948
SPDYC	2	0	4	2	0	0
CAPN1	6778	8777	10244	6238	1454	4748
SLC22A20	47	73	60	22	4	18
POLA2	858	1022	426	383	82	358
CDC42EP2	678	625	1031	1034	136	555
DPF2	5167	6221	4307	2745	746	1736
TIGD3	469	552	508	153	34	197
SLC25A45	15	48	86	359	97	313
FRMD8	1285	1531	1240	989	307	788
NEAT1	2389	3234	2884	23196	4994	5566
MIR612	0	6	2	8	1	0
MALAT1	61769	92204	58736	81943	14598	47377
SCYL1	4548	5107	4976	5056	1132	4325
LTBP3	8733	9777	2974	7940	2443	4308
LOC254100	589	478	363	142	26	78
SSSCA1	1159	1094	1190	930	206	905
FAM89B	4383	4659	4505	2639	758	1711
EHBP1L1	3111	2625	2615	1023	691	1096
KCNK7	20	25	27	52	39	38
MAP3K11	1527	1662	1496	3090	789	1782
PCNXL3	5420	5565	4413	2176	688	2125
MIR4690	0	0	0	0	0	0
SIPA1	986	1007	703	866	493	366
MIR4489	4	5	2	6	2	4
RELA	4517	5110	3934	1938	890	1038
KAT5	2812	3245	3093	1647	429	1506
RNASEH2C	2288	2728	2144	1708	647	1081
AP5B1	1873	1856	1753	638	123	926
OVOL1	5	8	2	10	2	11
SNX32	2507	1988	3276	2095	499	1710
CFL1	51741	59494	67708	34062	8335	26042
MUS81	4263	4561	4071	1737	616	1289
EFEMP2	1219	1970	1660	1244	1419	518
CTSW	13	40	19	9	68	28
FIBP	3447	4116	4957	4257	802	3177
CCDC85B	978	545	653	5202	2373	4615
FOSL1	3	6	1	16	60	12
C11orf68	2570	2764	2923	3971	962	2794
DRAP1	5285	5795	6239	5234	1791	4035
TSGA10IP	0	3	1	0	0	0
SART1	6028	6308	4614	3085	883	2644
EIF1AD	1739	2342	2115	899	154	757
BANF1	7849	9289	9150	3648	1478	2363
CST6	0	0	0	4	2	4
CATSPER1	4	0	14	8	1	1
GAL3ST3	1197	978	1345	606	136	591
SF3B2	16802	19965	18227	9816	2313	7563
PACS1	17058	20401	28960	6419	1050	5582
KLC2	8265	7246	8799	14788	1160	12090
RAB1B	9054	8665	9794	9266	2970	6620
CNIH2	7104	8188	13622	4716	1110	3692
YIF1A	2152	2443	2259	1096	528	606
TMEM151A	749	1167	2102	6112	543	4280
CD248	502	778	931	204	444	174
RIN1	116	130	211	754	214	623
BRMS1	1616	2019	1569	790	297	504
B3GNT1	4102	5424	8090	16554	2390	14788
SLC29A2	1268	1536	2068	883	230	696
NPAS4	0	19	27	64	58	256
MRPL11	1206	1415	1248	819	202	554
PELI3	1174	1120	1500	4378	513	3757
DPP3	2594	3204	3368	952	296	901
BBS1	4466	4727	4094	3965	1175	2951
ZDHHC24	271	256	236	349	118	351
ACTN3	19	26	25	24	3	4
CTSF	4407	4312	3252	7823	2922	5956
CCDC87	17	22	14	60	6	46
CCS	2067	2229	1911	1573	632	1046
RBM14	6640	7443	5880	1754	694	1177
RBM14-RBM4	0	0	0	0	0	0
RBM4	9901	12350	10808	1770	454	1342
RBM4B	6509	8953	7615	1097	443	680
SPTBN2	25314	26493	32247	14468	1901	25054
C11orf80	2726	3372	3225	727	203	653
RCE1	1836	2042	1773	521	139	418
PC	3009	2948	2674	6275	3060	4276
LRFN4	7910	6367	6952	1877	601	1641
C11orf86	0	0	0	0	0	0
SYT12	38	87	112	4478	873	5093
RHOD	2	8	18	16	33	2
KDM2A	11557	18104	16556	4921	1185	5336
ADRBK1	11439	11756	12750	11475	2809	11341
ANKRD13D	4507	4867	5715	3343	817	2923
SSH3	308	479	750	1146	346	783
LOC100130987	455	422	395	142	26	158
POLD4	315	385	237	839	552	590
CLCF1	230	161	183	41	23	67
RAD9A	1508	1588	1271	569	182	447
PPP1CA	3786	4254	4027	2970	962	2533
TBC1D10C	141	136	255	113	54	176
CARNS1	150	101	210	18009	678	6205
RPS6KB2	1873	1790	1447	902	329	609
PTPRCAP	69	38	31	92	76	23
CORO1B	2259	2680	2293	1530	698	884
GPR152	2	2	1	2	1	0
CABP4	27	51	32	42	29	40
TMEM134	740	608	572	709	419	421
AIP	3703	3489	3437	2565	879	1807
PITPNM1	7464	7157	11990	8435	1424	8294
CDK2AP2	1243	1450	1341	1377	1087	764
CABP2	0	0	0	0	0	0
GSTP1	5078	5690	4523	2953	2412	1531
NDUFV1	7975	8662	8099	10145	2036	7718
DOC2GP	18	12	15	9	6	6
NUDT8	121	65	112	102	66	63
TBX10	20	3	8	5	0	2
ACY3	71	53	0	113	14	52
ALDH3B2	0	0	0	0	0	0
FAM86C2P	142	91	200	140	43	66
UNC93B1	51	81	73	348	207	156
ALDH3B1	99	101	63	206	130	89
NDUFS8	2281	1784	2214	2685	1095	1770
MIR4691	17	10	25	9	2	12
TCIRG1	243	350	198	366	292	213
CHKA	4057	4305	4476	4454	1586	2602
SUV420H1	15016	17741	18487	2277	799	2483
C11orf24	1331	1373	1549	1242	216	812
LRP5	5485	4887	2176	690	447	403
PPP6R3	8188	9740	8344	3652	1063	3466
GAL	0	0	6	63	8	26
MTL5	18	18	14	102	2	67
CPT1A	1288	2356	881	2087	2102	1469
MRPL21	1126	1614	1238	1297	276	724
IGHMBP2	2415	2304	2324	1431	332	1426
MRGPRD	9	3	8	0	0	2
MRGPRF	41	74	177	62	263	97
TPCN2	1175	1584	1299	648	292	649
MYEOV	4	0	0	0	0	0
CCND1	851	1465	1954	1788	2003	1469
ORAOV1	1727	2211	1749	622	196	566
FGF19	0	0	0	0	0	0
FGF4	0	0	0	0	0	0
FGF3	0	0	0	0	0	0
ANO1	25	32	44	222	231	239
FADD	1152	1237	1183	525	172	414
PPFIA1	4801	6146	5234	3033	1331	2487
MIR548K	0	2	0	0	0	0
CTTN	9667	12435	9135	8108	2112	7178
SHANK2	15107	14727	19621	4397	529	7622
MIR3664	0	0	0	0	0	0
FLJ42102	2	14	9	2	0	0
DHCR7	3789	5546	7897	4085	1154	1842
NADSYN1	1492	2580	2116	1059	231	741
KRTAP5-7	25	41	50	16	7	9
KRTAP5-8	6	11	4	8	5	15
KRTAP5-9	6	21	12	39	4	37
KRTAP5-10	0	5	7	15	1	9
KRTAP5-11	0	0	0	2	6	9
FAM86C1	105	119	224	217	60	152
DEFB108B	1	1	0	0	0	0
LOC100133315	133	136	106	38	26	25
LOC100129216	22	31	12	1	0	6
RNF121	1602	2120	1905	944	207	900
IL18BP	940	1250	894	192	47	235
NUMA1	40135	45865	24648	12708	3459	10706
MIR3165	0	0	0	0	0	2
LRTOMT	1215	1509	1041	677	456	516
LAMTOR1	2915	3226	3183	3023	1972	2160
C11orf51	491	464	457	365	167	303
FOLR3	0	0	0	0	0	4
FOLR1	0	6	0	8	4	0
FOLR2	91	158	145	42	8	74
INPPL1	2837	4013	1504	3309	2314	1780
PHOX2A	0	0	0	0	0	0
CLPB	3036	3357	3363	1309	231	1775
PDE2A	10932	6529	10792	12455	2741	16862
MIR139	0	0	0	0	0	0
ARAP1	3641	4717	4617	3012	1526	2043
STARD10	1479	1829	1812	1493	387	1182
MIR4692	0	0	0	0	0	0
ATG16L2	567	758	508	671	309	695
FCHSD2	8586	9973	12570	2104	1374	2067
P2RY2	0	8	0	26	16	8
P2RY6	6	12	8	39	2	41
ARHGEF17	5594	7511	5620	8370	2469	7809
RELT	556	604	433	741	123	484
FAM168A	7139	8441	8657	1181	572	3148
PLEKHB1	404	889	699	35679	22106	13870
RAB6A	20660	28176	44324	25398	3756	29736
MRPL48	1168	1256	1461	1015	232	838
CHCHD8	1416	1780	1544	684	444	399
PAAF1	1604	2068	1727	2795	1059	1905
DNAJB13	51	27	22	23	9	6
UCP2	1426	1167	362	158	68	103
UCP3	485	560	504	83	29	119
C2CD3	3467	4809	3898	607	178	1132
PPME1	7811	8786	10041	7082	623	6613
P4HA3	14	48	41	12	16	11
PGM2L1	19960	31924	53562	10402	512	19604
KCNE3	100	174	83	51	40	104
LIPT2	62	88	131	60	8	62
POLD3	2191	2961	2326	542	170	590
CHRDL2	46	61	13	23	6	9
MIR4696	0	0	0	0	0	0
RNF169	4286	4274	3596	478	104	718
XRRA1	697	507	840	481	47	662
SPCS2	2593	3433	3762	2665	1164	1853
NEU3	1178	1357	1344	365	49	703
OR2AT4	0	0	0	0	0	0
SLCO2B1	1814	2772	2308	2524	861	1632
LOC100507050	24	16	24	450	49	401
ARRB1	16376	21637	29625	11951	4415	14866
MIR326	0	1	1	0	0	0
RPS3	49677	51964	44854	9674	6139	7023
SNORD15A	3	3	4	2	0	0
SNORD15B	7	4	0	0	1	0
KLHL35	3107	1735	950	230	57	281
GDPD5	4231	2462	3993	1154	160	992
SERPINH1	2596	4093	3093	382	520	292
MAP6	28325	27876	39627	6069	1261	6193
MOGAT2	0	0	0	0	0	0
LOC283214	0	0	0	0	0	0
DGAT2	298	305	440	554	48	564
UVRAG	3354	3256	4053	2172	289	2051
WNT11	70	450	720	23	10	20
PRKRIR	5639	7230	6903	2166	840	2348
C11orf30	6557	8422	6667	1069	238	1242
LRRC32	225	452	521	571	976	511
GUCY2E	2	3	1	8	0	0
TSKU	3802	1912	2376	135	143	92
ACER3	2069	2356	2407	1500	243	2298
B3GNT6	0	2	4	1	0	6
CAPN5	5528	4434	6421	2198	550	2416
OMP	3	11	3	0	0	0
MYO7A	115	135	88	295	114	403
GDPD4	6	11	1	0	0	2
PAK1	7659	9569	11073	25646	940	31280
AQP11	572	576	841	501	103	404
CLNS1A	4575	5348	4007	3227	1633	2167
RSF1	10903	13517	11969	1500	643	2636
C11orf67	371	510	246	289	202	105
INTS4	3082	3368	3014	784	202	567
NDUFC2-KCTD14	1	0	0	0	0	0
KCTD14	1	0	1	0	0	0
THRSP	20	28	11	0	0	1
NDUFC2	1489	1782	1838	2176	509	1965
ALG8	1312	1334	1198	910	261	513
KCTD21	1920	1955	2149	1414	359	1362
USP35	2526	2515	2395	1388	285	1268
GAB2	14867	17217	17688	5265	1616	3744
NARS2	1883	2831	2547	764	142	565
ODZ4	29864	31567	19996	2151	309	3296
MIR708	5	1	1	1	0	1
MIR4300	0	0	0	0	0	0
FAM181B	1612	1590	965	1403	1052	534
PRCP	1463	2431	3190	3917	1658	2277
C11orf82	513	537	320	22	4	30
RAB30	1248	1637	1746	217	87	381
SNORA70E	0	0	2	0	0	0
LOC100506233	519	697	607	298	83	132
PCF11	8316	10308	9474	2013	642	2012
ANKRD42	411	825	1057	801	110	984
CCDC90B	4112	5719	7025	1615	581	1212
DLG2	37932	32469	45721	9824	1658	17226
TMEM126B	1253	1512	1727	2855	873	2298
TMEM126A	786	1126	1407	1282	372	979
CREBZF	17565	18463	16350	5612	1352	4722
CCDC89	8	22	8	58	18	71
SYTL2	279	498	484	5774	3796	7400
CCDC83	0	2	0	0	0	0
PICALM	16168	21343	28491	11932	2597	9284
EED	2269	3145	2718	1030	309	736
C11orf73	2167	2357	2844	1165	394	998
CCDC81	148	191	133	29	18	27
ME3	3350	5312	6021	2387	330	2470
PRSS23	597	2707	4975	466	303	545
OR7E2P	0	22	39	2	0	0
FZD4	3297	7400	8208	1228	385	1052
LOC100506368	36	42	39	32	12	30
TMEM135	2946	3388	3682	1754	357	1672
RAB38	5	34	32	4	4	2
CTSC	328	612	860	334	208	370
GRM5	9435	10688	18893	5492	520	7961
TYR	0	0	0	3	0	2
NOX4	93	237	100	22	4	18
FOLH1B	10	36	0	8	5	7
TRIM77P	0	0	0	0	0	0
TRIM49	0	0	4	0	0	0
TRIM53P	0	0	0	0	0	0
LOC399940	0	0	0	0	0	0
TRIM64B	0	4	2	0	0	0
TRIM49L1	0	0	0	0	0	0
LOC399939	0	0	0	0	0	0
TRIM64	0	0	0	0	0	0
TRIM49L2	1	0	0	0	0	0
UBTFL1	0	0	0	0	0	0
NAALAD2	308	943	973	763	149	920
CHORDC1	3572	5483	5370	2958	471	2096
MIR4490	0	0	0	0	0	0
FAT3	47520	30272	58641	2301	478	4669
MTNR1B	0	4	2	0	0	0
SLC36A4	1668	2360	2249	848	188	1137
CCDC67	9	13	35	3	0	6
C11orf75	150	320	246	101	62	71
KIAA1731	4540	5301	5231	1770	470	1666
SCARNA9	221	391	237	77	11	89
SNORA25	195	203	189	113	22	54
SNORA32	146	181	151	56	10	59
SNORD6	57	53	41	15	5	11
SNORA1	51	68	62	11	5	20
SNORA8	315	368	360	462	272	281
SNORD5	226	215	212	93	10	91
SNORA18	196	243	240	104	32	135
MIR1304	73	136	55	19	3	38
SNORA40	255	289	229	80	25	96
TAF1D	2448	3054	3065	949	142	1027
C11orf54	1748	3129	1957	1116	386	807
MED17	4270	5657	4702	1214	337	1159
VSTM5	47	25	58	92	7	155
HEPHL1	1	166	22	10	2	13
PANX1	7748	10014	13747	684	58	1714
FOLR4	0	2	0	0	0	0
GPR83	55	94	128	656	98	961
MRE11A	2194	2897	1895	619	179	772
ANKRD49	1259	1618	1745	551	143	437
LOC643037	0	7	2	36	14	37
FUT4	1232	1395	1434	220	76	236
PIWIL4	445	449	549	128	55	126
AMOTL1	9961	15242	9592	1533	736	2778
CWC15	3499	4731	4743	2951	867	1944
KDM4D	142	100	143	79	22	59
KDM4DL	0	4	0	2	2	0
SRSF8	2408	4208	6032	3331	1051	3257
ENDOD1	1145	1827	2868	6554	1626	5702
SESN3	2599	3133	2282	303	272	1476
FAM76B	4271	5940	5376	790	288	778
CEP57	7160	8049	8534	1508	403	1492
MTMR2	4698	6109	7507	3531	476	4038
MAML2	1028	1298	1158	266	233	312
MIR1260B	0	0	0	0	0	0
CCDC82	6457	7825	9078	2580	831	2495
JRKL	1952	2502	2502	686	177	605
CNTN5	695	448	557	546	66	1134
ARHGAP42	478	886	500	270	247	284
TMEM133	113	239	176	230	182	125
PGR	14	26	66	46	126	143
TRPC6	431	343	475	100	58	151
MIR3920	0	0	0	0	0	0
ANGPTL5	33	25	43	10	2	23
KIAA1377	5791	4678	5178	1936	281	3398
C11orf70	125	158	52	20	16	32
YAP1	3202	4706	1567	1788	1838	824
BIRC3	36	87	120	224	90	258
BIRC2	7273	9642	8975	2992	665	2787
TMEM123	5116	11740	4063	5136	3246	3038
MMP7	0	0	0	0	0	0
MMP20	0	0	0	0	0	0
MMP27	0	2	0	0	0	0
MMP8	2	0	0	0	0	0
MMP10	9	0	0	0	0	0
LOC100288077	1	2	0	2	0	0
MMP1	0	0	0	0	0	0
MMP3	1	0	0	0	0	6
MMP12	0	0	0	0	0	0
MMP13	0	0	0	0	0	0
DCUN1D5	4847	5420	7660	2922	896	4424
DYNC2H1	3611	4116	4952	1271	398	1504
MIR4693	0	0	0	0	0	0
PDGFD	1346	1957	190	234	182	365
DDI1	0	6	2	0	0	0
CASP12	14	22	28	2	12	17
LOC643733	5	3	25	15	30	54
CASP4	43	80	101	44	102	72
CASP5	0	2	4	0	3	0
CASP1	65	146	32	73	44	55
CARD16	3	8	2	27	47	42
CARD17	0	0	0	0	0	0
CARD18	0	0	0	0	0	0
GRIA4	1815	4360	6572	6121	639	9649
KIAA1826	4142	6646	5716	1961	761	1708
KBTBD3	400	595	637	697	146	833
AASDHPPT	12692	15003	26522	9034	975	8190
GUCY1A2	16424	18777	44080	4364	640	7188
CWF19L2	1446	2076	1475	646	291	429
ALKBH8	2074	2349	3313	599	160	844
ELMOD1	10066	13135	27686	6666	453	9731
LOC643923	61	120	250	8	0	11
SLN	435	1769	1852	67	4	86
SLC35F2	2842	3506	4593	289	49	199
RAB39A	985	1743	1575	56	11	160
CUL5	6407	8196	9177	3089	737	3891
ACAT1	4628	5319	8297	3056	1258	2376
NPAT	2901	3661	2694	820	214	1160
ATM	9903	14381	11187	2971	880	3004
C11orf65	17	24	22	18	31	15
KDELC2	1307	1279	770	462	371	462
EXPH5	75	80	36	227	68	447
DDX10	2425	2751	2570	1406	223	1631
C11orf87	6204	6069	8557	7096	310	14099
ZC3H12C	3296	5508	3334	1198	509	928
RDX	11021	14249	9128	4417	1720	2811
FDX1	1001	1251	1268	1220	324	798
ARHGAP20	8583	6740	13265	1700	122	3828
C11orf53	8	4	7	0	1	0
C11orf92	198	253	499	113	71	124
C11orf93	83	74	99	205	137	104
MIR4491	0	0	0	0	0	0
POU2AF1	2	9	4	26	10	10
LOC100132078	0	0	0	0	0	0
BTG4	0	0	2	0	2	6
MIR34B	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0
C11orf88	4	2	2	11	2	6
LAYN	50	155	341	447	129	283
SIK2	3287	6474	5239	1931	491	3871
PPP2R1B	2237	5838	2904	1715	1273	1271
ALG9	4528	5645	5567	1381	429	1497
FDXACB1	632	635	718	199	47	155
C11orf1	244	308	397	403	242	332
CRYAB	1015	3365	561	17371	3984	5534
HSPB2-C11orf52	0	0	0	0	0	2
HSPB2	12	44	53	211	164	149
C11orf52	0	0	0	0	0	0
DIXDC1	9584	9911	14065	4017	586	4454
DLAT	2829	3914	4916	3464	580	3584
PIH1D2	39	76	105	68	35	61
C11orf57	5977	7835	9253	2042	549	2023
TIMM8B	1722	2067	2086	791	355	660
SDHD	1505	2012	1780	3399	1425	2189
IL18	6	26	19	29	38	30
TEX12	15	8	20	16	6	11
BCO2	173	202	151	331	39	279
PTS	879	1163	1382	1397	379	1068
C11orf34	2	14	3	0	0	5
NCAM1	111178	125576	167298	29492	5885	30773
LOC100288346	558	668	861	161	6	304
TTC12	110	163	83	434	247	201
ANKK1	2	4	0	31	2	22
DRD2	74	93	41	48	18	38
MIR4301	0	0	0	0	0	0
TMPRSS5	177	262	57	358	453	151
ZW10	1181	1320	1067	678	162	677
CLDN25	0	0	0	0	0	0
USP28	3182	4145	2920	1175	289	1246
HTR3B	2	8	4	191	7	435
HTR3A	10	34	37	15	4	55
ZBTB16	247	701	559	647	105	2042
NNMT	10	33	7	102	62	107
C11orf71	321	273	366	223	43	192
RBM7	1447	2260	2315	474	192	393
REXO2	1030	1480	1501	1062	418	772
FAM55A	0	4	0	0	0	0
FAM55D	0	2	2	0	0	0
FAM55B	34	37	34	0	2	9
CADM1	11651	16116	15586	5899	3167	3974
LOC283143	74	92	165	161	51	163
BUD13	2077	2181	1724	642	173	493
ZNF259	3561	4239	4831	1091	222	1331
APOA5	1	0	2	0	0	2
APOA4	0	0	0	0	0	0
APOC3	0	0	0	0	0	0
APOA1	9	16	13	6	9	7
SIK3	5358	5876	7778	7553	1437	8226
PAFAH1B2	15349	17328	21530	7950	1510	8243
SIDT2	2177	2548	2560	3032	699	2386
LOC100652768	122	154	110	51	27	57
TAGLN	421	923	883	997	5687	1572
PCSK7	3936	3908	3397	1855	826	1510
RNF214	2937	3741	3283	933	180	1018
BACE1	11890	14457	18534	11387	1115	9442
BACE1-AS	325	370	316	93	27	54
CEP164	3924	5287	4434	1928	621	1442
DSCAML1	5342	6459	4775	2112	282	1923
FXYD2	3	1	0	3	1	0
FXYD6-FXYD2	0	0	0	0	0	0
FXYD6	32216	31492	30740	23392	3026	18188
TMPRSS13	688	143	165	16	2	24
IL10RA	232	187	192	146	52	179
LOC100526771	0	0	0	0	0	0
TMPRSS4	1	2	0	2	0	1
SCN4B	1162	836	1842	7095	816	6686
SCN2B	1103	1024	1522	9932	773	12954
AMICA1	5	6	10	6	18	20
MPZL3	28	18	37	9	5	27
MPZL2	31	69	116	36	58	28
CD3E	4	2	0	8	84	28
CD3D	1	0	2	0	25	4
CD3G	0	0	0	2	5	8
UBE4A	8241	10346	10910	5370	1178	6261
LOC100131626	11	15	8	0	0	4
ATP5L	6700	8451	8411	6267	2034	4716
MLL	34716	54910	44663	4564	1349	7724
TTC36	101	90	93	37	8	39
TMEM25	5166	5225	4969	4417	730	3731
IFT46	2177	2648	2644	1918	340	1499
ARCN1	9854	13368	14942	6422	1357	6514
PHLDB1	15006	17585	14793	12572	2849	5863
TREH	11	38	39	39	1	28
DDX6	38501	50337	52355	9149	2327	9847
CXCR5	6	14	6	0	0	4
BCL9L	14862	16613	15291	1926	741	2061
MIR4492	0	0	0	0	0	0
UPK2	68	87	141	7	3	12
FOXR1	9	12	15	2	0	0
CCDC84	1150	1304	1082	831	385	540
RPL23AP64	234	263	177	25	9	46
RPS25	25987	29900	27771	9403	5788	6347
TRAPPC4	2650	3463	3158	1330	418	938
MIR3656	0	0	0	0	0	0
SLC37A4	2114	2427	1808	842	233	676
HYOU1	7685	9359	9085	9711	1683	10535
VPS11	4082	4294	4011	4399	783	3754
HMBS	749	647	814	563	207	377
H2AFX	3742	3611	1117	1618	714	1012
DPAGT1	1239	1573	1351	1101	253	823
C2CD2L	1916	2951	3531	4650	589	4808
HINFP	2602	3344	2706	1269	266	911
ABCG4	591	937	1562	1838	185	1686
NLRX1	323	408	257	565	287	433
PDZD3	0	5	0	4	2	0
CCDC153	16	26	19	11	17	11
CBL	9140	14774	10720	2781	1075	3531
MCAM	1147	2258	1643	3342	3875	3358
RNF26	1942	1885	1731	2299	314	2126
C1QTNF5	0	0	0	0	0	0
MFRP	0	0	0	0	0	0
USP2	1060	228	375	2709	408	2119
LOC100499227	23	2	15	52	4	60
THY1	8472	6914	12053	48274	5618	51904
PVRL1	5551	7648	9487	9037	1208	9367
TRIM29	0	0	6	65	12	34
OAF	246	297	257	1519	2343	474
POU2F3	8	32	28	8	0	4
LOC649133	0	2	2	0	0	0
TMEM136	3100	3994	3690	1936	944	1139
ARHGEF12	30155	32619	43088	12811	5846	18203
GRIK4	267	315	903	702	128	772
TBCEL	2234	2534	2479	647	254	1109
TECTA	852	926	920	287	53	498
SC5DL	12774	18288	28160	9441	1638	9177
SORL1	15845	14925	11305	16617	3312	29301
MIR100HG	21518	39325	20067	3384	1234	2793
MIR125B1	35	73	28	0	0	0
BLID	0	8	13	0	0	0
MIRLET7A2	0	0	0	0	0	0
MIR100	0	0	1	0	0	0
UBASH3B	1557	3353	4516	1005	97	1395
CRTAM	10	7	23	20	13	16
C11orf63	385	1741	2319	145	29	362
BSX	0	0	0	0	0	0
LOC341056	3	3	7	4	0	6
HSPA8	121503	165458	167841	75750	11415	83514
CLMP	5280	14015	10833	98	15	253
MIR4493	0	3	6	0	0	0
GRAMD1B	4633	5956	4055	1163	183	4119
SCN3B	27399	28278	48010	14093	1233	29520
ZNF202	2915	3173	3043	564	151	660
OR6X1	0	0	0	0	0	2
OR6M1	0	0	0	0	0	0
TMEM225	0	0	0	0	0	0
OR8D4	0	0	0	0	0	1
OR4D5	0	0	0	0	0	0
OR6T1	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0
OR10G4	0	0	0	0	0	0
OR10G9	0	0	0	0	0	0
OR10G8	0	0	0	0	0	0
OR10G7	0	0	0	0	0	0
VWA5A	271	524	307	855	321	932
OR8G2	0	0	0	0	0	0
OR8G1	0	0	0	0	0	0
OR8G5	0	0	0	0	0	0
OR8D1	0	0	0	0	0	4
OR8D2	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0
OR8B4	0	0	0	0	0	0
OR8B8	0	0	0	0	0	0
OR8B12	0	0	0	0	2	0
OR8A1	0	0	0	0	0	0
PANX3	0	0	4	15	2	7
TBRG1	6726	6753	10288	7945	1215	9850
SIAE	531	762	1438	3835	635	3970
SPA17	153	108	197	225	57	191
NRGN	1267	269	1064	107821	12081	96047
VSIG2	38	47	41	130	32	142
ESAM	766	1284	1052	1089	1103	878
C11orf61	1752	2112	1838	652	158	439
ROBO3	1046	1067	470	1265	701	666
ROBO4	736	1403	1042	713	264	493
HEPN1	0	0	0	0	0	0
HEPACAM	700	901	138	5476	2340	2007
CCDC15	276	368	175	45	25	15
SLC37A2	84	121	83	84	18	45
TMEM218	1188	1338	1157	288	189	158
PKNOX2	4046	3195	4008	3137	638	4174
FEZ1	26502	27272	33478	26763	6226	19379
EI24	6351	6803	7428	3670	1035	3543
STT3A	5978	7286	5743	2239	663	1754
CHEK1	1778	1871	737	169	62	108
ACRV1	50	80	51	70	14	40
PATE1	0	2	2	0	0	0
PATE2	8	9	14	4	2	16
PATE3	1	0	3	0	0	0
PATE4	6	4	11	0	0	0
HYLS1	868	978	940	573	56	473
PUS3	819	1035	959	371	80	267
DDX25	1695	2136	3215	1811	304	1885
CDON	9481	13145	3768	715	214	801
RPUSD4	3372	3502	3389	1276	266	1522
FAM118B	2003	2227	2165	1320	655	851
SRPR	3097	3614	3269	5534	786	5203
FOXRED1	2558	2727	2049	2824	599	1927
TIRAP	1016	1262	1036	308	117	332
DCPS	781	786	587	328	104	275
FLJ39051	215	261	254	61	25	63
ST3GAL4	1690	998	1075	1478	521	858
KIRREL3	3099	2619	4484	2508	235	3158
MIR3167	0	0	0	0	0	0
KIRREL3-AS3	32	17	17	8	0	32
ETS1	1977	3542	3775	993	1321	1189
LOC100507392	13	20	31	35	27	12
FLI1	418	722	857	509	295	365
KCNJ1	2	6	0	34	0	6
KCNJ5	35	36	67	22	2	8
C11orf45	31	25	33	61	6	54
TP53AIP1	58	48	79	46	18	52
ARHGAP32	11602	14166	16112	11341	1630	20216
BARX2	8	2	0	52	12	59
TMEM45B	73	86	104	42	93	33
NFRKB	4138	4520	3100	1223	272	1428
PRDM10	4484	4222	4383	896	128	1341
LINC00167	31	17	16	6	5	5
APLP2	17783	29330	30409	32112	7688	33244
ST14	14	28	14	50	19	51
ZBTB44	11433	11954	14170	3741	950	4593
ADAMTS8	222	169	606	1360	213	1386
ADAMTS15	461	444	818	76	101	76
SNX19	6643	7426	7492	5723	1809	5019
NTM	9486	9707	13463	6669	2780	6113
OPCML	16858	7814	27488	10908	1076	16343
SPATA19	5	2	0	7	0	5
LOC283174	1771	1919	2173	2578	627	3178
MIR4697	0	0	0	0	0	0
IGSF9B	468	637	411	168	63	748
LOC100128239	123	113	82	372	84	438
JAM3	5515	7859	4625	6529	1301	3836
NCAPD3	2822	3384	1876	686	172	859
VPS26B	13816	15029	16955	6686	1369	7694
THYN1	2742	2947	2594	2932	562	2162
ACAD8	3043	3352	3569	1874	512	1724
GLB1L3	39	55	103	388	70	480
GLB1L2	4585	4891	4691	796	158	1024
B3GAT1	26114	25783	28263	19775	6194	19200
LOC283177	461	293	429	122	25	71
LOC100288778	1575	1571	900	964	537	604
FAM138D	0	0	0	0	0	0
IQSEC3	1932	2380	3859	10385	1319	10977
LOC574538	20	95	35	29	2	20
